Latitude (°);Longitude (°);Altitude (m);Tempo (s); vel (km/h)
-24,221785;-46,985517;15;1416;28,290098
-24,22185;-46,985524;15;1417;26,116215
-24,221914;-46,98553;15;1418;26,116215
-24,221975;-46,985535;15;1419;24,478470
-24,222036;-46,985535;15;1420;24,437853
-24,222099;-46,985537;15;1421;25,240078
-24,222164;-46,985538;15;1422;25,965870
-24,222232;-46,985541;15;1423;27,530087
-24,222301;-46,985545;15;1424;27,532211
-24,222369;-46,985548;16;1425;26,972332
-24,222449;-46,985552;16;1426;32,198742
-24,222525;-46,985566;14;1427;31,663580
-24,22261;-46,985578;14;1428;34,621159
-24,222695;-46,985576;14;1429;33,603626
-24,222792;-46,985571;16;1430;39,634880
-24,222889;-46,985568;16;1431;38,973927
-24,222973;-46,985561;17;1432;33,911556
-24,223051;-46,98556;16;1433;31,518049
-24,223132;-46,985562;15;1434;32,278297
-24,223212;-46,98556;15;1435;32,076916
-24,223295;-46,985565;15;1436;33,631435
-24,223373;-46,985574;17;1437;32,252357
-24,223455;-46,98559;16;1438;33,763039
-24,22353;-46,985623;15;1439;32,003769
-24,223608;-46,985656;15;1440;33,728596
-24,223682;-46,985688;15;1441;31,802485
-24,223761;-46,985718;15;1442;33,236439
-24,223842;-46,98575;15;1443;34,680183
-24,223917;-46,985793;16;1444;34,344753
-24,223987;-46,985842;15;1445;33,754387
-24,224055;-46,9859;15;1446;33,928974
-24,224124;-46,985963;14;1447;36,169552
-24,224199;-46,986031;13;1448;39,101002
-24,224273;-46,986104;12;1449;40,008083
-24,224347;-46,986182;12;1450;41,206951
-24,224418;-46,986262;12;1451;41,206951
-24,224488;-46,986343;12;1452;40,146759
-24,224555;-46,986417;12;1453;37,615849
-24,224616;-46,986487;12;1454;36,024033
-24,224683;-46,986558;12;1455;37,211327
-24,224752;-46,986624;12;1456;37,209751
-24,224818;-46,986687;11;1457;34,409344
-24,224883;-46,986754;12;1458;36,276028
-24,224947;-46,98682;12;1459;35,142159
-24,225013;-46,986886;12;1460;35,711227
-24,225079;-46,986953;12;1461;36,096954
-24,22515;-46,987021;12;1462;37,778610
-24,22522;-46,987095;13;1463;38,885201
-24,225288;-46,987169;12;1464;38,331245
-24,225356;-46,987243;12;1465;38,607864
-24,225428;-46,987316;13;1466;39,441750
-24,225502;-46,987385;13;1467;38,931923
-24,225579;-46,987454;14;1468;39,683979
-24,225653;-46,98752;14;1469;38,049870
-24,22573;-46,987592;14;1470;40,997959
-24,225805;-46,987665;14;1471;39,845787
-24,225879;-46,987734;15;1472;40,008083
-24,225947;-46,987797;14;1473;34,988663
-24,226009;-46,987864;14;1474;35,550507
-24,226071;-46,987932;15;1475;34,218620
-24,226134;-46,988;15;1476;35,548859
-24,226193;-46,988067;14;1477;34,673260
-24,226249;-46,988133;14;1478;32,950382
-24,226306;-46,988199;14;1479;32,948608
-24,226362;-46,988264;14;1480;32,423000
-24,226416;-46,988327;14;1481;31,905214
-24,226474;-46,988391;14;1482;33,485165
-24,226532;-46,98846;15;1483;34,153660
-24,226589;-46,988527;15;1484;32,950382
-24,226647;-46,988597;15;1485;35,007210
-24,226705;-46,988666;15;1486;34,485867
-24,226764;-46,988728;13;1487;33,304176
-24,226817;-46,988792;13;1488;31,399364
-24,226873;-46,988859;13;1489;32,948608
-24,226932;-46,98893;14;1490;35,693047
-24,226994;-46,988999;15;1491;35,198471
-24,227062;-46,989065;14;1492;36,464008
-24,227126;-46,989119;13;1493;32,934227
-24,227189;-46,989173;12;1494;32,069431
-24,227243;-46,989226;12;1495;29,511347
-24,227289;-46,989286;12;1496;27,794146
-24,227334;-46,98934;13;1497;27,531981
-24,227381;-46,989398;13;1498;28,302490
-24,227432;-46,989448;12;1499;27,678041
-24,227484;-46,989496;10;1500;27,503685
-24,227533;-46,989543;10;1501;26,874899
-24,227577;-46,989594;10;1502;25,228498
-24,227619;-46,989646;10;1503;25,742109
-24,227666;-46,9897;10;1504;27,293463
-24,227715;-46,989752;11;1505;27,527735
-24,227767;-46,989804;11;1506;28,020288
-24,227824;-46,98986;11;1507;30,448879
-24,227879;-46,989914;12;1508;29,730112
-24,227929;-46,989969;12;1509;27,831964
-24,227972;-46,990023;13;1510;27,534101
-24,228012;-46,990073;13;1511;24,190308
-24,22805;-46,990117;14;1512;21,934984
-24,228112;-46,990175;14;1514;16,077578
-24,228138;-46,990192;14;1515;12,763917
-24,228218;-46,990231;12;1518;11,901871
-24,228251;-46,990244;12;1519;14,128515
-24,228312;-46,99028;12;1521;13,734231
-24,228345;-46,9903;12;1522;15,410419
-24,22841;-46,990334;12;1524;14,416140
-24,228442;-46,990347;12;1525;13,428749
-24,228512;-46,990372;12;1527;14,733876
-24,228552;-46,990385;11;1528;16,958948
-24,228612;-46,990402;11;1529;25,410822
-24,22867;-46,990414;12;1530;23,566000
-24,228725;-46,990423;12;1531;22,323444
-24,228782;-46,99043;13;1532;23,356781
-24,228838;-46,990426;12;1533;22,479675
-24,228896;-46,990411;12;1534;23,578663
-24,228956;-46,990392;12;1535;25,410822
-24,229013;-46,990372;12;1536;23,945084
-24,229079;-46,99035;12;1537;27,278471
-24,229151;-46,990323;12;1538;30,615387
-24,229223;-46,990295;12;1539;30,615387
-24,2293;-46,990265;12;1540;32,516582
-24,229376;-46,990236;12;1541;32,518379
-24,229451;-46,990202;12;1542;31,802485
-24,229527;-46,990167;12;1543;33,574047
-24,229602;-46,990128;11;1544;33,768234
-24,229677;-46,990089;10;1545;33,075867
-24,22975;-46,990053;11;1546;32,390350
-24,229828;-46,990018;11;1547;33,726864
-24,229905;-46,989988;12;1548;32,718830
-24,229984;-46,989957;12;1549;33,958241
-24,230056;-46,989926;12;1550;31,088898
-24,230123;-46,989888;12;1551;30,142193
-24,230186;-46,989852;12;1552;28,147213
-24,230253;-46,989815;11;1553;30,356413
-24,230332;-46,989782;12;1554;33,920174
-24,230409;-46,989751;12;1555;33,236439
-24,230487;-46,989718;12;1556;33,236439
-24,230563;-46,989683;12;1557;32,881145
-24,230636;-46,989644;11;1558;33,077633
-24,230706;-46,989606;11;1559;30,820839
-24,230776;-46,989575;10;1560;30,588448
-24,230855;-46,989543;10;1561;33,956520
-24,230937;-46,989515;10;1562;33,956520
-24,231023;-46,989489;10;1563;36,113140
-24,231111;-46,989467;10;1564;36,111523
-24,231196;-46,989447;11;1565;34,506012
-24,23128;-46,989429;11;1566;34,317703
-24,231367;-46,989409;11;1567;35,815800
-24,231456;-46,989392;11;1568;36,565002
-24,231544;-46,989373;11;1569;35,815800
-24,231631;-46,989351;11;1570;35,369232
-24,231717;-46,989328;12;1571;35,551971
-24,231786;-46,989306;12;1572;29,104603
-24,231828;-46,989315;14;1580;2,311755
-24,231828;-46,989315;15;1581;3,616195
-24,231832;-46,989313;15;1600;0,109446
-24,231845;-46,989307;15;1601;5,533542
-24,231907;-46,989293;15;1604;8,355279
-24,23199;-46,98927;15;1605;19,892807
-24,232042;-46,989253;15;1606;21,360308
-24,2321;-46,989238;15;1607;23,576185
-24,232164;-46,989219;15;1608;26,881422
-24,23223;-46,989206;15;1609;26,557747
-24,2323;-46,989188;15;1610;28,799835
-24,232369;-46,989167;15;1611;28,736866
-24,232438;-46,989148;15;1612;28,362303
-24,232511;-46,989126;15;1614;15,469083
-24,232652;-46,989096;15;1615;26,874899
-24,232724;-46,989083;15;1616;28,799835
-24,232796;-46,989078;15;1617;29,056376
-24,23287;-46,989082;16;1618;30,035170
-24,232941;-46,989089;15;1619;28,622545
-24,233016;-46,989108;15;1620;30,588657
-24,233086;-46,989132;15;1621;29,467752
-24,233158;-46,989156;13;1622;31,048590
-24,23323;-46,989181;12;1623;30,826319
-24,233299;-46,98921;13;1624;29,392084
-24,233363;-46,989239;13;1625;27,555546
-24,233429;-46,989262;13;1626;28,007772
-24,233497;-46,989276;14;1627;28,281614
-24,233559;-46,989293;15;1628;25,323038
-24,233609;-46,989314;15;1629;21,545532
-24,233652;-46,989334;15;1630;18,892399
-24,233725;-46,989389;15;1632;17,481892
-24,233758;-46,989418;14;1633;18,053791
-24,233818;-46,989468;13;1635;15,010773
-24,233848;-46,989492;12;1636;15,234576
-24,233916;-46,989539;15;1638;17,022966
-24,233945;-46,989553;14;1639;13,410861
-24,234001;-46,989552;13;1645;3,740108
-24,234;-46,989553;14;1646;3,696109
-24,233994;-46,989555;14;1649;0,897278
-24,233992;-46,989556;15;1650;3,680265
-24,23399;-46,989557;14;1651;3,696109
-24,233989;-46,989558;14;1652;1,409539
-24,233987;-46,98956;14;1676;0,031851
-24,233992;-46,98956;14;1677;1,566615
-24,234061;-46,989569;10;1680;10,439293
-24,234105;-46,989572;13;1681;20,619854
-24,234154;-46,989573;12;1682;20,227488
-24,23421;-46,989568;11;1683;22,609274
-24,234284;-46,989564;10;1684;30,033222
-24,234358;-46,989563;11;1685;30,002075
-24,234433;-46,989557;11;1686;29,916466
-24,234497;-46,989548;11;1687;26,118452
-24,234556;-46,989541;10;1689;12,055099
-24,234673;-46,989515;11;1690;24,320402
-24,234735;-46,989507;12;1691;25,609861
-24,234799;-46,989501;12;1692;25,242393
-24,234864;-46,989488;11;1693;26,802814
-24,23493;-46,98948;11;1694;26,877073
-24,234994;-46,989467;11;1695;26,301273
-24,235072;-46,989463;11;1696;30,579102
-24,235158;-46,989452;11;1697;35,379147
-24,235247;-46,989446;11;1699;17,621723
-24,235423;-46,989436;12;1700;34,480782
-24,235508;-46,989429;13;1701;34,668201
-24,235578;-46,989419;10;1702;30,537083
-24,23565;-46,989411;10;1703;28,395248
-24,235727;-46,989407;11;1704;31,551403
-24,23581;-46,989408;11;1705;32,840248
-24,235893;-46,989404;11;1706;33,633175
-24,235973;-46,989395;11;1707;32,196926
-24,236054;-46,98938;12;1709;16,377266
-24,236209;-46,989349;12;1710;31,802485
-24,236282;-46,98932;13;1711;31,294771
-24,236358;-46,989278;12;1712;34,365162
-24,236427;-46,989227;11;1713;33,116474
-24,236493;-46,989169;10;1714;33,521606
-24,236554;-46,989114;10;1715;32,153336
-24,236624;-46,989059;11;1716;34,522942
-24,236693;-46,989013;10;1717;32,375908
-24,236771;-46,988976;10;1718;34,268288
-24,236849;-46,988949;9;1719;32,990955
-24,236921;-46,988927;10;1720;30,416031
-24,236995;-46,988907;10;1721;30,588657
-24,237059;-46,988886;10;1722;26,149755
-24,237109;-46,98887;11;1723;21,349066
-24,237191;-46,988849;12;1725;16,880655
-24,237215;-46,988838;12;1726;10,772766
-24,237218;-46,98884;13;1729;1,303730
-24,237211;-46,98884;14;1730;4,723309
-24,237203;-46,98884;15;1731;4,735664
-24,23718;-46,988839;15;1737;1,527797
-24,237179;-46,988839;15;1738;0,683727
-24,237185;-46,98884;16;1773;0,121562
-24,237192;-46,988841;16;1774;3,349563
-24,237236;-46,988835;16;1775;17,786755
-24,237297;-46,98882;17;1776;25,323038
-24,237379;-46,988813;17;1777;32,959248
-24,237467;-46,988804;16;1778;35,425186
-24,237558;-46,988798;16;1779;36,765816
-24,237649;-46,988804;14;1780;37,465740
-24,237738;-46,988813;14;1781;35,243446
-24,237827;-46,988822;14;1782;36,137402
-24,237911;-46,988835;14;1783;33,863461
-24,237994;-46,988854;13;1784;33,763039
-24,238071;-46,988875;12;1785;32,609703
-24,238152;-46,988899;12;1786;33,148415
-24,238238;-46,98892;11;1787;35,251556
-24,238319;-46,988949;12;1788;34,866535
-24,238395;-46,988996;12;1789;34,823109
-24,238462;-46,989051;12;1790;33,927250
-24,238529;-46,98911;12;1791;33,927250
-24,238594;-46,989165;13;1792;33,519859
-24,23866;-46,98922;13;1793;33,084888
-24,238723;-46,989276;13;1794;32,736877
-24,238783;-46,989331;14;1795;30,883135
-24,238848;-46,989385;13;1796;32,674149
-24,23891;-46,989436;12;1797;32,067612
-24,238974;-46,989492;11;1798;32,067612
-24,239047;-46,989547;11;1799;35,760281
-24,239122;-46,9896;11;1800;36,240746
-24,239203;-46,989646;12;1801;36,348442
-24,239291;-46,989686;11;1802;37,963604
-24,239376;-46,989714;10;1803;36,309837
-24,239466;-46,989728;10;1804;36,139019
-24,239554;-46,989734;10;1805;35,243446
-24,239644;-46,989731;9;1806;36,103252
-24,239742;-46,989725;9;1807;39,812042
-24,239838;-46,989719;9;1808;38,212315
-24,239936;-46,98971;9;1809;39,813511
-24,240031;-46,989701;9;1810;37,656216
-24,240122;-46,989699;8;1811;36,837097
-24,240211;-46,989709;8;1812;36,002937
-24,240295;-46,989734;9;1813;35,173561
-24,240371;-46,989778;8;1815;17,182581
-24,240515;-46,989912;9;1816;39,275627
-24,240574;-46,989984;9;1817;35,509388
-24,240638;-46,990064;9;1818;39,113117
-24,240697;-46,990141;9;1819;37,629829
-24,240758;-46,99022;9;1820;37,055531
-24,240816;-46,990298;10;1821;37,330315
-24,240878;-46,990375;10;1822;37,057110
-24,240941;-46,990447;9;1823;36,721111
-24,241008;-46,990509;8;1824;35,573334
-24,241077;-46,990572;7;1825;36,464008
-24,241144;-46,99063;6;1826;34,117714
-24,241199;-46,990701;6;1827;33,451992
-24,24125;-46,990781;7;1828;35,535530
-24,241301;-46,990863;6;1829;37,107365
-24,241354;-46,990943;5;1830;36,411083
-24,241407;-46,991017;5;1831;34,023567
-24,241457;-46,991086;5;1832;31,980219
-24,241507;-46,991149;6;1833;31,109367
-24,241554;-46,991211;5;1834;29,566523
-24,2416;-46,991276;4;1835;30,157492
-24,241647;-46,991349;3;1836;32,831154
-24,241693;-46,991424;3;1837;33,345264
-24,241745;-46,991502;4;1838;34,843060
-24,241801;-46,991583;4;1839;37,807991
-24,24186;-46,991666;5;1840;37,803185
-24,241925;-46,991751;5;1841;41,236721
-24,24199;-46,991837;5;1842;40,162766
-24,242053;-46,991918;5;1843;38,609379
-24,242116;-46,992001;5;1844;40,164219
-24,242177;-46,992086;6;1845;38,888206
-24,242241;-46,992166;6;1846;39,113117
-24,242307;-46,992245;6;1847;39,623722
-24,242375;-46,992324;7;1848;39,786922
-24,242444;-46,992405;8;1849;40,303493
-24,24251;-46,992483;8;1850;38,606354
-24,242574;-46,992553;8;1851;37,074448
-24,242635;-46,992619;8;1852;34,027000
-24,242699;-46,992681;9;1853;33,833927
-24,242756;-46,992751;9;1854;35,002205
-24,24281;-46,992822;10;1855;33,146458
-24,242864;-46,992895;10;1856;34,507889
-24,242915;-46,992962;9;1857;32,184021
-24,242974;-46,993028;10;1858;33,676392
-24,243041;-46,993094;10;1859;36,646416
-24,243104;-46,993151;11;1860;33,519859
-24,243172;-46,993209;12;1861;34,117714
-24,24324;-46,993261;13;1862;33,116474
-24,24331;-46,993307;13;1863;32,831348
-24,243379;-46,993347;13;1864;31,473719
-24,243447;-46,993388;14;1865;31,019073
-24,243518;-46,993434;14;1866;33,492146
-24,243584;-46,993474;14;1867;29,465769
-24,243661;-46,993511;15;1868;34,458561
-24,24374;-46,993547;14;1869;33,920174
-24,243826;-46,993585;15;1870;37,256668
-24,243911;-46,993624;15;1871;37,629829
-24,243994;-46,993662;14;1872;35,853130
-24,244077;-46,993702;13;1873;36,553642
-24,244162;-46,993747;13;1874;37,531868
-24,244243;-46,993797;14;1875;37,673115
-24,244321;-46,993856;14;1876;37,643803
-24,244385;-46,993912;14;1877;32,736877
-24,244451;-46,993975;14;1878;35,707954
-24,244508;-46,994036;14;1879;31,963770
-24,244557;-46,994092;15;1880;27,525612
-24,244599;-46,994141;16;1881;24,960457
-24,244632;-46,994178;16;1882;19,570000
-24,244665;-46,994207;16;1883;16,237612
-24,244705;-46,994237;15;1884;19,860149
-24,24475;-46,994267;15;1885;20,803167
-24,244797;-46,994298;16;1886;22,398947
-24,244847;-46,99433;16;1887;23,484299
-24,244894;-46,994358;15;1888;21,739641
-24,244944;-46,994385;14;1889;22,411985
-24,244994;-46,99441;14;1890;22,120964
-24,245045;-46,994434;13;1891;22,539383
-24,245098;-46,994459;13;1892;22,960905
-24,245151;-46,994482;12;1893;23,241411
-24,245208;-46,994509;12;1894;25,479719
-24,245265;-46,994538;12;1895;24,199968
-24,245331;-46,994572;12;1896;29,523224
-24,245402;-46,99461;11;1897;31,706591
-24,245484;-46,99465;11;1898;36,237522
-24,245565;-46,994688;10;1899;35,335995
-24,245644;-46,994727;10;1900;34,860012
-24,245724;-46,994763;10;1901;34,438389
-24,245803;-46,994802;10;1902;34,970467
-24,245878;-46,994842;9;1903;33,688538
-24,245948;-46,994881;8;1904;31,708439
-24,246011;-46,994926;8;1905;30,240906
-24,246064;-46,994972;9;1906;26,785366
-24,246103;-46,995015;9;1907;22,181641
-24,246131;-46,995044;9;1908;15,983713
-24,246166;-46,995074;8;1914;3,009505
-24,246202;-46,995126;8;1915;23,203939
-24,246243;-46,995193;9;1916;29,976746
-24,246295;-46,995279;8;1917;37,536369
-24,246359;-46,995379;8;1918;45,268188
-24,246431;-46,99548;7;1919;46,544788
-24,24651;-46,995579;6;1920;48,005814
-24,246592;-46,995678;5;1921;49,016453
-24,246677;-46,995776;4;1922;50,052219
-24,246761;-46,995876;4;1923;49,401329
-24,246847;-46,995975;5;1924;50,053387
-24,246931;-46,996071;5;1925;48,390278
-24,247015;-46,996167;6;1926;48,522800
-24,247094;-46,996255;6;1927;44,795845
-24,247177;-46,996344;6;1928;47,397114
-24,24726;-46,996436;6;1929;46,857738
-24,247345;-46,996532;6;1930;48,922310
-24,247428;-46,996627;6;1931;48,387859
-24,247513;-46,996722;7;1932;48,522800
-24,247595;-46,996819;7;1933;47,860874
-24,247682;-46,996919;8;1934;50,579487
-24,247769;-46,997021;9;1935;51,070423
-24,247857;-46,997119;9;1936;50,452366
-24,247943;-46,997214;8;1937;49,592457
-24,248027;-46,997302;8;1938;46,425499
-24,248106;-46,997386;8;1939;43,810566
-24,248181;-46,997463;8;1940;40,779301
-24,248258;-46,997535;8;1941;40,996532
-24,248341;-46,997593;8;1942;38,922916
-24,248431;-46,997629;8;1943;38,019142
-24,248528;-46,997641;9;1944;39,509842
-24,248625;-46,997627;8;1945;39,509842
-24,248719;-46,997557;9;1946;45,186649
-24,248804;-46,997455;8;1947;51,069279
-24,248886;-46,997346;8;1948;52,054245
-24,248974;-46,997233;8;1949;53,529736
-24,24907;-46,997138;8;1950;51,676811
-24,249183;-46,997047;7;1951;56,833584
-24,249302;-46,996964;7;1952;56,399170
-24,249435;-46,996886;7;1953;60,282448
-24,249571;-46,996814;6;1954;60,444977
-24,249711;-46,99675;5;1955;60,677517
-24,249853;-46,996689;5;1956;61,461296
-24,249996;-46,99663;5;1957;60,970638
-24,250136;-46,996565;5;1958;60,570629
-24,25027;-46,99649;5;1959;60,960098
-24,250399;-46,996399;4;1960;61,225899
-24,250517;-46,996293;5;1961;61,445976
-24,250625;-46,996163;5;1962;64,321213
-24,250729;-46,99602;4;1963;66,098999
-24,250834;-46,995871;3;1964;68,756111
-24,250943;-46,995721;2;1965;70,789574
-24,251057;-46,995571;3;1966;71,153503
-24,251169;-46,995426;3;1967;69,505119
-24,251282;-46,995282;3;1968;69,505119
-24,251512;-46,994995;3;1970;70,505959
-24,251631;-46,994846;3;1971;72,056984
-24,251751;-46,9947;2;1972;71,615189
-24,251874;-46,994552;2;1973;73,582474
-24,252115;-46,994255;2;1975;72,560455
-24,252225;-46,994114;2;1976;67,950890
-24,252339;-46,993972;2;1977;68,452118
-24,252444;-46,993845;2;1978;62,261391
-24,252546;-46,993724;2;1979;60,719017
-24,252645;-46,993604;2;1980;59,693108
-24,252737;-46,99348;2;1981;57,706093
-24,252818;-46,993356;2;1982;56,044746
-24,252892;-46,993223;2;1983;57,122910
-24,252952;-46,993101;2;1984;50,826244
-24,253016;-46,992968;2;1985;53,639877
-24,253082;-46,992831;2;1986;56,816216
-24,253155;-46,992689;2;1987;60,355110
-24,253227;-46,99254;2;1988;61,580025
-24,253303;-46,992387;1;1989;63,635181
-24,253383;-46,992234;1;1990;64,281227
-24,253468;-46,992077;1;1991;66,251854
-24,25355;-46,991933;2;1992;62,385048
-24,253634;-46,991791;1;1993;61,622616
-24,253723;-46,991658;1;1994;60,533962
-24,253819;-46,991539;1;1995;57,637196
-24,253926;-46,991442;2;1996;55,264511
-24,254048;-46,991359;1;1997;57,799072
-24,254178;-46,991287;1;1998;58,285450
-24,254313;-46,991221;1;1999;59,167061
-24,25445;-46,991152;2;2000;60,539646
-24,254582;-46,991068;2;2001;60,956268
-24,254702;-46,990974;2;2002;59,389843
-24,254814;-46,990857;2;2003;62,403881
-24,254917;-46,990725;2;2004;62,793148
-24,25502;-46,990586;5;2005;66,876923
-24,255112;-46,990464;3;2006;58,152531
-24,255197;-46,990357;3;2007;51,976727
-24,25527;-46,990274;3;2008;42,200401
-24,255315;-46,990224;3;2009;25,762531
-24,255353;-46,990184;3;2010;20,667898
-24,255389;-46,990141;3;2011;20,582901
-24,255429;-46,99009;3;2012;25,247021
-24,255476;-46,990029;3;2013;29,344547
-24,255533;-46,989959;3;2014;33,959961
-24,255591;-46,989883;3;2015;36,062943
-24,255645;-46,989815;3;2016;33,446751
-24,255699;-46,98975;3;2017;31,901550
-24,255744;-46,989695;3;2018;26,759409
-24,255785;-46,989638;4;2019;26,581701
-24,255824;-46,989578;4;2020;27,018024
-24,255868;-46,989511;4;2021;31,055046
-24,25592;-46,989441;4;2022;32,459023
-24,25598;-46,989368;4;2023;35,506096
-24,256047;-46,989292;4;2024;38,603325
-24,256119;-46,989207;4;2025;42,200401
-24,256187;-46,989118;4;2026;43,279148
-24,256251;-46,989029;4;2027;40,757801
-24,256315;-46,98895;4;2028;39,110126
-24,256369;-46,98889;4;2029;29,894970
-24,256424;-46,988831;4;2030;31,416113
-24,256476;-46,988772;4;2031;29,352509
-24,25653;-46,988705;4;2032;33,450245
-24,256585;-46,988635;4;2033;32,948608
-24,256647;-46,98856;5;2034;37,733559
-24,25671;-46,988487;5;2035;36,541023
-24,256837;-46,988341;5;2037;36,542622
-24,256896;-46,988268;5;2038;35,000534
-24,256953;-46,988195;5;2039;36,064564
-24,257008;-46,988122;5;2040;34,506195
-24,25706;-46,988053;5;2041;32,459023
-24,257108;-46,987991;5;2042;29,848021
-24,257152;-46,987939;5;2043;26,243444
-24,257194;-46,98789;4;2044;24,960457
-24,257234;-46,987842;4;2045;23,163610
-24,257273;-46,987795;4;2046;22,637966
-24,257315;-46,987743;4;2047;25,735298
-24,257364;-46,987682;4;2048;29,846064
-24,25742;-46,987615;4;2049;33,448498
-24,257482;-46,98754;4;2050;36,541023
-24,257549;-46,987456;3;2051;40,816387
-24,257619;-46,987369;3;2052;42,713776
-24,257698;-46,987271;3;2053;47,869419
-24,257783;-46,987169;3;2054;50,939941
-24,257877;-46,987059;3;2055;54,045780
-24,257975;-46,986945;3;2056;57,118816
-24,258076;-46,986823;3;2057;60,202908
-24,258176;-46,986701;3;2058;60,201939
-24,258285;-46,986569;3;2059;65,351372
-24,258396;-46,986434;3;2060;65,862625
-24,25851;-46,986296;3;2061;67,920776
-24,258626;-46,986153;3;2062;70,503471
-24,258741;-46,986013;4;2063;69,048698
-24,258852;-46,985877;4;2064;65,862625
-24,258957;-46,985745;5;2065;64,444550
-24,259061;-46,98562;5;2066;62,260448
-24,259165;-46,985497;5;2067;60,719017
-24,259267;-46,985381;6;2068;58,815300
-24,259369;-46,985265;6;2069;59,178913
-24,259475;-46,985145;5;2070;60,875580
-24,259582;-46,985019;4;2071;62,880463
-24,259685;-46,984896;4;2072;60,718056
-24,259791;-46,984768;4;2073;63,295525
-24,259896;-46,984639;3;2074;63,397823
-24,259999;-46,984511;3;2075;61,746811
-24,260102;-46,984377;2;2076;63,947544
-24,260201;-46,984238;2;2077;65,054726
-24,260299;-46,984099;3;2078;64,058937
-24,2604;-46,983962;2;2079;64,535172
-24,2605;-46,98383;2;2080;62,871269
-24,260606;-46,9837;2;2081;63,804935
-24,260715;-46,983579;2;2082;62,296101
-24,260822;-46,983466;2;2083;58,822361
-24,260933;-46,983353;2;2084;60,889122
-24,261045;-46,983247;2;2085;59,588272
-24,261162;-46,98314;3;2086;60,858299
-24,261287;-46,983031;2;2087;63,828644
-24,261417;-46,98292;2;2088;65,787163
-24,261548;-46,982808;2;2089;66,651085
-24,261678;-46,982696;2;2090;66,391068
-24,261813;-46,982582;1;2091;67,943909
-24,261945;-46,982471;2;2092;67,096634
-24,262082;-46,982359;2;2093;67,610344
-24,262218;-46,982247;2;2094;69,058098
-24,26235;-46,982134;2;2095;66,391068
-24,26248;-46,982021;2;2096;66,650215
-24,262599;-46,981898;2;2097;65,579880
-24,262706;-46,981763;2;2098;65,896332
-24,262805;-46,981622;3;2099;65,153358
-24,262893;-46,98148;3;2100;62,362671
-24,262974;-46,981342;3;2101;59,516640
-24,263047;-46,981188;2;2102;62,912056
-24,263101;-46,981036;2;2103;59,943192
-24,263157;-46,980861;2;2104;67,777809
-24,26321;-46,980695;1;2105;64,996216
-24,263271;-46,980518;1;2106;68,561302
-24,26333;-46,980342;2;2107;68,387115
-24,263393;-46,980164;2;2108;70,134506
-24,263453;-46,980002;1;2109;63,199341
-24,263516;-46,979825;1;2110;70,133667
-24,263582;-46,979648;1;2111;69,410057
-24,263646;-46,979474;2;2112;68,930115
-24,263706;-46,979302;2;2113;67,261139
-24,263766;-46,979123;2;2114;69,599220
-24,263825;-46,978945;2;2115;68,292290
-24,263879;-46,978771;3;2116;67,873352
-24,263926;-46,978595;3;2117;66,627411
-24,263963;-46,978425;3;2118;64,499031
-24,263991;-46,978246;3;2119;66,315331
-24,264006;-46,978066;3;2120;65,732956
-24,264014;-46,977892;5;2121;63,149090
-24,264018;-46,977726;5;2122;61,290871
-24,264018;-46,977569;5;2123;57,094257
-24,264015;-46,97742;6;2124;54,433510
-24,264012;-46,977273;5;2125;54,449612
-24,264009;-46,977111;6;2126;58,601299
-24,264004;-46,97696;6;2127;55,747845
-24,263995;-46,976796;6;2128;59,999702
-24,263983;-46,976643;5;2129;56,004997
-24,26396;-46,976489;4;2130;56,563560
-24,263931;-46,976333;4;2131;58,231289
-24,263895;-46,976173;3;2132;60,366619
-24,263851;-46,976009;3;2133;62,402008
-24,263802;-46,975839;3;2134;65,734741
-24,263756;-46,975676;4;2135;61,396503
-24,263708;-46,975508;5;2136;64,278397
-24,26366;-46,975344;5;2137;62,848957
-24,263615;-46,975191;5;2138;59,963661
-24,263574;-46,975034;5;2139;59,303196
-24,263528;-46,974872;6;2140;61,396503
-24,263476;-46,974718;6;2141;60,966808
-24,263423;-46,974569;6;2142;58,091633
-24,263366;-46,974422;6;2143;57,663548
-24,263312;-46,974275;6;2144;58,651249
-24,263257;-46,974126;6;2145;58,651249
-24,263199;-46,973977;6;2146;58,944424
-24,263146;-46,973835;6;2147;55,785572
-24,263106;-46,973721;5;2148;44,893433
-24,263072;-46,973623;5;2149;38,725742
-24,263043;-46,973539;5;2150;32,706520
-24,263008;-46,973442;5;2151;37,427406
-24,262966;-46,973334;5;2152;42,457176
-24,262928;-46,973216;5;2153;45,793110
-24,262891;-46,973081;5;2154;52,189899
-24,262856;-46,972939;5;2155;53,528645
-24,262827;-46,972787;5;2156;56,866589
-24,262813;-46,972628;5;2157;57,342426
-24,262811;-46,972468;5;2158;58,490620
-24,262822;-46,972312;5;2159;57,220009
-24,262842;-46,972163;5;2160;54,953941
-24,262869;-46,972027;5;2161;51,260132
-24,262895;-46,971926;5;2162;37,753853
-24,262917;-46,971843;4;2163;31,969057
-24,262935;-46,971783;4;2164;23,551384
-24,262949;-46,971726;4;2165;21,561798
-24,262965;-46,971663;4;2166;23,105515
-24,262985;-46,971587;3;2167;29,312454
-24,263008;-46,971502;4;2168;33,507656
-24,263035;-46,97141;3;2169;35,273098
-24,263064;-46,971301;2;2170;40,799202
-24,263096;-46,971187;2;2171;43,747829
-24,263132;-46,971061;2;2172;48,190617
